Property ID,Usage,Admininstrated by,Name,Ward Number,Address,Unique ID
1000830100273,OTHERS,PRIVATE,DULUA VELALAR SANGAM,83,VAISYAL STREET,1000831600033
1000830100458,OFFICE,STATE,TN ELECTRICITY BOARD,83,RAJA STREET,1000831600032
1000830100485,TEMPLE,TEMPLE,MAHAVEER RAGVENDHARA TEMPLE,83,RAJA STREET,1000831600031
1000830100478,TEMPLE,TEMPLE,RAGAVENDRA KOVIL MADAM,83,TELUGU STREET,1000831600030
1000830100058,PUBLIC,CORPORATION,COIMBATORE CORPORATION LIBRARY,83,SUBRI STREET,1000831600029
1000830100038,TEMPLE,TEMPLE,SRI VENUGOPALA SWAMY KOVIL,83,SUBRI STREET,1000831600028
1000830100044,TEMPLE,TEMPLE,RAGAVENDRA TEMPLE,83,SUBRI STREET,1000831600027
1000830100015,OFFICE,STATE,SUB REGISTRAR OFFICE,83,RAJA STREET,1000831600026
1000830100070,OTHERS,STATE,B1 POLICE STATION,83,VAISYAL STREET,1000831600025
1000830100012,COMMERCIAL,PRIVATE,LAKSHMI LODGE,83,RAJA STREET,1000831600024
1000830100012,COMMERCIAL,PRIVATE,LAKSHMI JEWELLERY,83,RAJA STREET,1000831600023
1000830100402,COMMERCIAL,PRIVATE,KOTA TOWERS,83,PAVALAM STREET - III,1000831600022
1000830100410,COMMERCIAL,PRIVATE,SHREE SHAKTI JEWELLERS,83,RAJA STREET,1000831600021
1000830100133,OFFICE,CENTRAL,SUPERINTENDENT OF HEAD INDIAN POST OFFICE,83,RAJA STREET,1000831600020
1000830100367,COMMERCIAL,PRIVATE,AROMA BAKES,83,THIYAGARAYAR STREET,1000831600019
1000830100364,COMMERCIAL,PRIVATE,SRI KRISHNA SWEETS,83,T K MARKET,1000831600018
1000830100129,COMMERCIAL,CORPORATION,MUNCIPALITY CORP VANIGA VYABARA THOLILLAR SANGAM,83,T K MARKET,1000831600017
1000830100391,COMMERCIAL,CORPORATION,CORPORATION TWO WHEELER PARKING,83,PAVALAM STREET - III,1000831600016
1000830100388,COMMERCIAL,CORPORATION,MILK SOCIETY,83,MUTHU VINAYAGAR STREET,1000831600015
1000830100415,TEMPLE,TEMPLE,VINAYAGAR TEMPLE,83,PAVALAM STREET - II,1000831600014
1000830100491,COMMERCIAL,PRIVATE,SOWBARNIKA SILVERS,83,PAVALAM STREET - I,1000831600013
1000830100399,TEMPLE,TEMPLE,KALYANA VENKATRAMANASAMY KOVIL,83,VAIRAM STREET,1000831600012
1000830100191,COMMERCIAL,PRIVATE,GANAPATHY TOWERS,83,BIG BAZAR STREET,1000831600011
1000830100340,TEMPLE,TEMPLE,THANDU UPPU MARIYAMMAN KOVIL TRUSTEE,83,RANGAI STREET,1000831600010
1000830100152,DAILY MARKET,CORPORATION,THIYAGI KUMARAN MARKET,83,T K MARKET,1000831600009
1000830100281,HOSPITAL,PRIVATE,PRASANNA HOMEO CLINIC,83,BIG BAZAR STREET,1000831600008
1000830100082,MARRIAGE HALL,PRIVATE,KALYANA MANDABAM,83,VAISYAL STREET,1000831600007
1000830100193,MARRIAGE HALL,PRIVATE,SRI VASAVI MAHAL,83,VAISYAL STREET,1000831600006
1000830100147,EDUCATIONAL,CORPORATION,CORPORATION SCHOOL,83,VAISYAL STREET,1000831600005
1000830100255,EDUCATIONAL,PRIVATE,CSI SCHOOL,83,BIG BAZAR STREET,1000831600004
1000830100245,EDUCATIONAL,STATE,GOVERNMENT HIGHER SECONDARY SCHOOL,83,PAVALAM STREET - II,1000831600003
1000830100384,EDUCATIONAL,CORPORATION,CORPORATION SCHOOL,83,PAVALAM STREET - II,1000831600002
1000830100156,EDUCATIONAL,CORPORATION,ANGANVADI,83,VAIRAM STREET,1000831600001
1000840100732,TEMPLE,TEMPLE,BAJANAI TEMPLE,84,PATTAKARA AYYASAMY KOVIL STREET,1000841600001
1000840100247,TEMPLE,TEMPLE,TRUST AYYASAMY TEMPLE,84,AYYASAMY KOVIL STREET,1000841600002
1000840100257,TEMPLE,TEMPLE,TRUST KOTHANDASAMY TEMPLE,84,RAJU CHETTIAR STREET,1000841600003
1000840100178,OTHERS,PRIVATE,TRUSTEE HUSAIN MAJEEETH,84,RANGE GOWDA STREET,1000841600004
1000840100166,TEMPLE,TEMPLE,RAMAR TEMPLE,84,OPPANAKKARA STREET,1000841600005
1000840100161,DAILY MARKET,CORPORATION,CORPORATION MARKET,84,RAMAR KOVIL STREET,1000841600006
1000840100002,EDUCATIONAL,CORPORATION,CORPORATION SCHOOL,84,MOHAMED KANI STREET,1000841600007
1000840100358,OTHERS,STATE,POLICE STATION,84,RAMAR KOVIL STREET,1000841600008
1000840100164,TEMPLE,TEMPLE,MOSQUE,84,RAMAR KOVIL STREET,1000841600009
1000840100136,SLAUGHTER HOUSE,STATE,SLAUGHTER HOUSE,84,OPPANAKKARA STREET,1000841600010
1000840100392,COMMERCIAL,PRIVATE,LAKSHMI THEATRE,84,LAKSHMI THEATRE ROAD,1000841600011
1000840100391,COMMERCIAL,PRIVATE,ABT AUTO SERVICE,84,LAKSHMI THEATRE ROAD,1000841600012
1000840100028,TEMPLE,TEMPLE,DURGAI AMMAN TEMPLE,84,RAMAR KOVIL STREET,1000841600013
1000840100384,EDUCATIONAL,CORPORATION,GOVT ELEMENTARY CORPORATION SCHOOL,84,RAMAR KOVIL STREET,1000841600014
1000840100383,RESIDENTIAL,STATE,COIMBATORE HOUSING UNIT,84,L.G.THOTTAM HOUSING UNIT,1000841600015
1000840100375,COMMUNITY HALL,CORPORATION,SAMUTHAYA KOODAM,84,KAMPATTI COLONY ROAD,1000841600016
1000840100389,COMMERCIAL,STATE,RATION SHOP,84,RAMAR KOVIL STREET,1000841600017
1000840100224,TEMPLE,TEMPLE,TRUST RAKALIAMMAN  TEMPLE,84,RAJU CHETTIAR STREET,1000841600018
1000840100087,TEMPLE,TEMPLE,ARULMIGU MARIYAMMAN TEMPLE,84,RAJU CHETTIAR STREET,1000841600019
1000840100067,TEMPLE,TEMPLE,ARULMIGU MARIYAMMAN TEMPLE,84,KUPPANA NAYAKKAR STREET,1000841600020
1000840100217,TEMPLE,TEMPLE,TRUST VINAYAGAR TEMPLE,84,PATTAKARA AYYASAMY KOVIL STREET,1000841600021
1000840100619,TEMPLE,TEMPLE,TRUST KOTHANDASAMY TEMPLE,84,PATTAKARA AYYASAMY KOVIL STREET,1000841600022
1000840100626,MARRIAGE HALL,CORPORATION,CCMC KALYANA MANDABAM,84,DHARMARAJA KOVIL STREET,1000841600023
1000840100658,TEMPLE,TEMPLE,TRUSTEE AYYASAMY TEMPLE,84,KAMPATTI COLONY 1,1000841600024
1000840100677,TEMPLE,TEMPLE,PILLAYAR TEMPLE,84,KAMPATTI COLONY 2,1000841600025
1000840100678,TEMPLE,TEMPLE,DHANDUMARIAMMAN TEMPLE DEVASTHANAM,84,KAMPATTI COLONY 3,1000841600026
1000840100317,RESIDENTIAL,STATE,POLICE QUARTERS,84,LAKSHMI THEATRE ROAD,1000841600027
1000840100686,OTHERS,PRIVATE,MGR MANDRAM,84,KAMPATTI COLONY HOUSING UNIT,1000841600028
1000840100526,RESIDENTIAL,STATE,THE EXECUTIVE ENGINEER TNHB,84,PALAYAM THOTTAM,1000841600029
1000840100493,TEMPLE,TEMPLE,TRUSTEE BATRAKALIAMMAN TEMPLE,84,PALAYAM THOTTAM,1000841600030
1000840100408,TEMPLE,TEMPLE,MARIAMMAN TEMPLE,84,NADAR STREET,1000841600031
1000840100395,TEMPLE,TEMPLE,BATHRAKALIAMMAN TEMPLE,84,NADAR STREET,1000841600032
1000840100482,EDUCATIONAL,PRIVATE,CHILDREN SCHOOL,84,NADAR STREET,1000841600033
1000840100726,TEMPLE,TEMPLE,ANGALAMMAN TEMPLE,84,DHARMARAJA KOVIL STREET,1000841600034
1000840100666,RESIDENTIAL,CORPORATION,C M C BUILDING,84,KAMPATTI COLONY HOUSING UNIT,1000841600035
1000840100424,HOSPITAL,CORPORATION,GOVERMENT HOSPITAL,84,VAISYAL STREET,1000841600036
1000820100047,TEMPLE,TEMPLE,ESWARAN TEMPLE,82,ESWARAN KOVIL STREET,1000821600034
1000820100099,TEMPLE,TEMPLE,MARIAMMAN TEMPLE,82,ESWARAN KOVIL STREET,1000821600033
1000820100001,EDUCATIONAL,CORPORATION,CORPORATION SCHOOL,82,HAJI MOHAMMED STREET,1000821600032
1000820100083,COMMUNITY HALL,PRIVATE,NALLAJAN SAMUTHAYA KOODAM,82,B K CHETTY STREET,1000821600031
1000820100072,TEMPLE,TEMPLE,ANJANEYAR KOVIL,82,SUBRAMANIASAMY KOVIL STREET,1000821600030
1000820100004,EDUCATIONAL,PRIVATE,AZHAR MATRICULATION SCHOOL,82,SUBRAMANIASAMY KOVIL STREET,1000821600029
1000820100002,EDUCATIONAL,PRIVATE,MALA HIGH SCHOOL,82,SUBRAMANIASAMY KOVIL STREET,1000821600028
1000820100180,TEMPLE,TEMPLE,CHURCH,82,DURGALAL STREET,1000821600027
1000820100033,OFFICE,STATE,E B OFFICE,82,VINCENT ROAD,1000821600026
1000820100193,TEMPLE,TEMPLE,IDAYADHULLA ISLAM SABIYA JAMATH,82,HAJI ISMAIL ROAD,1000821600025
1000820100003,TEMPLE,TEMPLE,JAMATH,82,HAJI MOHAMMED STREET,1000821600024
1000820100184,OTHERS,STATE,UKKADAM B-12 POLICE STATION,82,PALAKKAD ROAD,1000821600023
1000820100203,BUS STAND,STATE,UKKADAM BUS STAND,82,PALAKKAD ROAD,1000821600022
1000820100204,RESIDENTIAL,STATE,TNSTC REST HOUSE,82,SUNGAM BY PASS ROAD,1000821600021
1000820100204,TRANSPORTATION,STATE,TAMIL NADU STATE TRANSPORT CORPORATION DEPOT,82,SUNGAM BY PASS ROAD,1000821600020
1000820100189,EDUCATIONAL,CORPORATION,CORPORATION SCHOOL,82,VINCENT ROAD,1000821600019
1000820100184,RESIDENTIAL,STATE,THE EXECUTIVE ENGINEER (TNHB),82,VINCENT ROAD,1000821600018
1000820100172,EDUCATIONAL,CORPORATION,CORPORATION SCHOOL,82,VINCENT ROAD,1000821600017
1000820100171,TEMPLE,TEMPLE,JAMATH,82,ESWARAN KOVIL STREET,1000821600016
1000820100157,TEMPLE,TEMPLE,PRESIDENT HAJIKATHON ISLAM JAMATH,82,LAKSHMANA STREET,1000821600015
1000820100006,TEMPLE,TEMPLE,RAJA CHETTIYAR NARASIMMA KOVIL,82,OLD MARKET ROAD,1000821600014
1000820100164,OTHERS,PRIVATE,COIMBATORE GUNNY MERCHANT ASSOCIATION,82,OLD MARKET ROAD,1000821600013
1000820100005,TEMPLE,TEMPLE,MAHALI AMMAN TEMPLE,82,PALAKKAD ROAD,1000821600012
1000820100091,TEMPLE,TEMPLE,VINAYAGAR TEMPLE,82,PERUMAL KOVIL STREET,1000821600011
1000820100118,COMMERCIAL,PRIVATE,H.R LODGE,82,NAVAB HAKKIM ROAD,1000821600010
1000820100123,GODOWN,PRIVATE,POTHYS GODOWN,82,NAVAB HAKKIM ROAD,1000821600009
1000820100122,COMMERCIAL,PRIVATE,NASS THEATRE,82,NAVAB HAKKIM ROAD,1000821600008
1000820100112,COMMERCIAL,PRIVATE,AARADHANA LODGE,82,PALACE THEATRE ROAD,1000821600007
1000820100107,TEMPLE,TEMPLE,MOSQUE,82,OLD MARKET ROAD,1000821600006
1000820100022,OFFICE,QUASI,VAO OFFICE,82,OLD MARKET ROAD,1000821600005
1000820100049,OTHERS,PRIVATE,INDIAN RED CROSS SOCIETY,82,SAMA STREET,1000821600004
1000820100082,EDUCATIONAL,PRIVATE,GOOD SHEPHERD HIGHER SECONDARY SCHOOL,82,B K CHETTY STREET,1000821600003
1000820100089,COMMERCIAL,PRIVATE,IRUTHAYA THEATRE,82,B K CHETTY STREET,1000821600002
1000820100042,OFFICE,PRIVATE,DINAKARAN OFFICE,82,VINCENT ROAD,1000821600001
1000680100523,TEMPLE,TEMPLE,PALANI ANDAVAR TEMPLE,68,EIGHTY FEET ROAD,1000681600021
1000680100222,TEMPLE,TEMPLE,SIVASAKTHI AMMAN TEMPLE,68,ANGANNAN SAITE,1000681600020
1000680100295,RESIDENTIAL,PRIVATE,ANNAI APARTMENT,68,NANJUNDAPURAM ROAD,1000681600019
1000680100255,PARK,CORPORATION,CORPORATION PARK,68,KANNIKA PARAMESHWARI LAYOUT,1000681600018
1000680100101,OFFICE,CORPORATION,CORPORATION BIRTH & DEATH REGISTER OFFICE,68,RAMALINGA JYOTHI NAGAR,1000681600017
1000680100035,EDUCATIONAL,PRIVATE,C.S.I.ELEMENTRY SCHOOL,68,50 FEET SCHEME ROAD,1000681600016
1000680100741,COMMERCIAL + RESIDENTIAL,PRIVATE,AIRTEL TOWER,68,EIGHTY FEET ROAD,1000681600015
1000680100083,TEMPLE,TEMPLE,MARIYAMMAN TEMPLE,68,RAMANATHAPURAM ROAD,1000681600014
1000680100029,HOSPITAL,PRIVATE,ARTHI HOSPITAL,68,NANJUNDAPURAM ROAD,1000681600013
1000680100487,HOSPITAL,PRIVATE,R.K HOSPITAL,68,SUBRAMANIAM ROAD,1000681600012
1000680100466,OFFICE,CORPORATION,VAO OFFICE,68,MANIAM SUBRAMANIYAR STREET,1000681600011
1000680100780,TEMPLE,TEMPLE,KANNIMARI KARUPPARAYAN TEMPLE,68,MANIAM SUBRAMANIYAR STREET,1000681600010
1000680100927,EDUCATIONAL,PRIVATE,KIDS ELEMENTARY SCHOOL,68,RAMANATHAPURAM ROAD,1000681600009
1000680100731,TEMPLE,TEMPLE,MARIAMMAN KOVIL TRUST,68,RAMANATHAPURAM ROAD,1000681600008
1000680100559,TEMPLE,TEMPLE,KAMATCHIAMMAN TEMPLE,68,DEVANDRA STREET,1000681600007
1000680100732,COMMERCIAL,PRIVATE,SREE VEERAMATHI GYM,68,PERUMAL KOVIL STREET,1000681600006
1000680100975,TEMPLE,TEMPLE,MAKALIAMMAN TEMPLE,68,EIGHTY FEET ROAD,1000681600005
1000680100856,EDUCATIONAL,CORPORATION,CORPORATION ELEMENTARY SCHOOL,68,RAMANATHAPURAM ROAD,1000681600004
1000680100855,TEMPLE,TEMPLE,ANGALA PARAMESWARI TEMPLE,68,RAMANATHAPURAM ROAD,1000681600003
1000680100852,HOSPITAL,PRIVATE,RICHMOND DENTAL CLINIC,68,RAMANATHAPURAM ROAD,1000681600002
1000680100860,TEMPLE,TEMPLE,TRUSTEE PILLAYAR TEMPLE,68,RAMANATHAPURAM ROAD,1000681600001
1000740101519,EDUCATIONAL,PRIVATE,BUZY BEEZ PLAY SCHOOL,74,RUPA NAGAR,1000741600055
1000740101510,TEMPLE,TEMPLE,CHURCH,74,SRI NAGAR,1000741600054
1000740101442,RESIDENTIAL,PRIVATE,DECCAN ESTATES,74,DR MUNUSAMY NAGAR,1000741600053
1000740100056,TEMPLE,TEMPLE,CHURCH,74,ARUNACHALAM COLONY,1000741600052
1000740100049,TEMPLE,TEMPLE,CHURCH,74,ARUNACHALAM COLONY,1000741600051
1000740100075,TEMPLE,TEMPLE,MEENAKSHI AMMAN TEMPLE,74,ARUNACHALAM COLONY,1000741600050
1000740100337,INDUSTRIAL,PRIVATE,SRI RAM INDUSTRIES,74,BHARATHI NAGAR VI,1000741600049
1000740100298,TEMPLE,TEMPLE,SRI BALA VINAYAGAR TEMPLE,74,BHARATHI NAGAR IV,1000741600048
1000740100193,HOSPITAL,PRIVATE,AYURVEDIC TRUST,74,BHARATHI NAGAR,1000741600047
1000740100050,HOSPITAL,PRIVATE,AYURVEDIC TRUST,74,BHARATHI NAGAR,1000741600046
1000740100240,OFFICE,PRIVATE,AIADMK  OFFICE,74,BHARATHI NAGAR III,1000741600045
1000740100264,TEMPLE,TEMPLE,SRI MUTHU VINAYAGAR TEMPLE,74,BHARATHI NAGAR,1000741600044
1000740100282,COMMERCIAL,STATE,RATION SHOP,74,MURUGAYAN COLONY,1000741600043
1000740101279,TEMPLE,TEMPLE,KARUPPURAYAR TEMPLE,74,RUPA NAGAR,1000741600042
1000740100375,RESIDENTIAL,PRIVATE,M/S. TRIUMPH REALTORS INDIA (P) LTD,74,DR MUNUSAMY NAGAR,1000741600041
1000740100435,TEMPLE,TEMPLE,AMMAN TEMPLE,74,KAMARAJ NAGAR,1000741600040
1000740100510,RESIDENTIAL,PRIVATE,KUMARAN APARTMENT,74,MURUGAYAN COLONY,1000741600039
1000740100458,TEMPLE,TEMPLE,VINAYAGAR TEMPLE,74,KAMARAJ NAGAR,1000741600038
1000740100769,TEMPLE,TEMPLE,MAHALIAMMAN TEMPLE,74,KAMARAJ NAGAR,1000741600037
1000740100787,TEMPLE,TEMPLE,ARULMIGU KAMATCHI AMMAN TEMPLE,74,KAMATCHIAMMAN KOVIL STREET,1000741600036
1000740100836,TEMPLE,TEMPLE,SRI SARADHAMBAL TEMPLE TRUST,74,KAMARAJ COLONY,1000741600035
1000740100733,OFFICE,CORPORATION,DISTRICT LIBRARY OFFICE,74,KAMARAJ COLONY,1000741600034
1000740100849,OFFICE,STATE,GOVT OFFICE,74,KARUNANITHI NAGAR,1000741600033
1000740100026,TEMPLE,TEMPLE,SRI MUNIAPPA TEMPLE,74,AREEMEDU,1000741600032
1000740100026,PUBLIC,CORPORATION,CORPORATION TOILET,74,BY PASS ROAD,1000741600031
1000740101051,TEMPLE,TEMPLE,MARIAMMAN TEMPLE,74,BY PASS ROAD,1000741600030
1000740101010,EDUCATIONAL,PRIVATE,STAVA NURSARY&PRIMARY SCHOOL,74,INDHIRA NAGAR,1000741600029
1000740100564,TEMPLE,TEMPLE,PRASANNA VINAYAGAR TEMPLE,74,SIVARAM NAGAR,1000741600028
1000740100682,RESIDENTIAL,PRIVATE,E S R APARTMENT,74,SIVARAM NAGAR,1000741600027
1000740101692,RESIDENTIAL,PRIVATE,SOUTH WESTERN APARTMENT,74,SIVARAM NAGAR,1000741600026
1000740100678,RESIDENTIAL,PRIVATE,ACCOLADE APARTMENT,74,SIVARAM NAGAR,1000741600025
1000740101040,TEMPLE,TEMPLE,THE INDIAN PENTALCOSTAL CHURCH OF GOD,74,INDHIRA NAGAR,1000741600024
1000740101092,INDUSTRIAL,PRIVATE,LAKSHMI NARAYANAN ELECTRICALS,74,PARI NAGAR,1000741600023
1000740101090,HOSPITAL,PRIVATE,MANU HOSPITAL,74,THIYAGI SIVARAM NAGAR,1000741600022
1000740101124,COMMERCIAL,PRIVATE,HINDUSTAN PETROLEUM,74,THIYAGI SIVARAM NAGAR,1000741600021
1000740101073,TEMPLE,TEMPLE,KALIAMMAN TEMPLE,74,THIYAGI SIVARAM NAGAR,1000741600020
1000740100001,TEMPLE,TEMPLE,SUNGAM SULAKKAL MARIAMMAN TEMPLE,74,BY PASS ROAD,1000741600019
1000740101140,RESIDENTIAL,PRIVATE,SRIHARI HOUSING SPRING HOMES,74,SRINATH LAKE VIEW,1000741600018
1000740101170,COMMERCIAL,PRIVATE,TAMILNADU MERCANTILE  BANK LTD,74,SRINATH LAKE VIEW,1000741600017
1000740101139,TEMPLE,TEMPLE,VINAYAGAR TEMPLE,74,VINAYAGA NAGAR,1000741600016
1000740101198,INDUSTRIAL,PRIVATE,ANNAI MOTORS,74,K P NAGAR,1000741600015
1000740101215,INDUSTRIAL,PRIVATE,ANNAI MOTORS,74,K P NAGAR,1000741600014
1000740100353,TEMPLE,TEMPLE,MUNIYAMA TEMPLE,74,SIVARAM NAGAR,1000741600013
1000740100354,EDUCATIONAL,PRIVATE,BISHOP AMBROSS COLLEGE,74,SIVARAM NAGAR,1000741600012
1000740102157,TEMPLE,TEMPLE,VINAYAGAR TEMPLE,74,GANDHI NAGAR,1000741600011
1000740102166,TEMPLE,TEMPLE,JAREETHUL ISLAM JAFIYA SUNATH JAMATH,74,KOTTAI PUDHUR,1000741600010
1000740102104,TEMPLE,TEMPLE,VINAYAGAR TEMPLE,74,GANDHI NAGAR,1000741600009
1000740102117,TEMPLE,TEMPLE,CHURCH,74,GANDHI NAGAR,1000741600008
1000740102095,EDUCATIONAL,PRIVATE,JEMS MATRIC SCHOOL,74,KOTTAI PUDHUR,1000741600007
1000740101804,RESIDENTIAL,PRIVATE,DON BOSCO ANBU ILLAM,74,G M NAGAR,1000741600006
1000740101795,OTHERS,STATE,POLICE STATION,74,G M NAGAR,1000741600005
1000740101850,TEMPLE,TEMPLE,MASUTHI,74,MAGITH COLONY,1000741600004
1000740101869,TEMPLE,TEMPLE,MATHARASA ILAHI HAAJRATH BILA,74,G M NAGAR,1000741600003
1000740101834,TEMPLE,TEMPLE,MUSLIM JAMIYA SUNATHSAMAJ,74,G M NAGAR,1000741600002
1000740102174,PARK,CORPORATION,CORPORATION PARK,74,J K GARDEN,1000741600001
1000540100190,COMMERCIAL,PRIVATE,BANK OF BARODA,54,KALINGARAYAN STREET,1000541600038
1000540100140,RESIDENTIAL,PRIVATE,RAMANIS MITHALA APARTMENT,54,SATHYAMOORTHI ROAD,1000541600095
1000540100141,OTHERS,PRIVATE,AYYAPPA POOJA SANGAM,54,SATHYAMOORTHI ROAD,1000541600094
1000540100142,COMMERCIAL,PRIVATE,STUDY IAS CIRCLE,54,SATHYAMOORTHI ROAD,1000541600093
1000540100221,EDUCATIONAL,PRIVATE,MANCHESTER INTERNATIONAL SCHOOL,54,SATHYAMOORTHI ROAD,1000541600092
1000540100295,COMMERCIAL,PRIVATE,JJ SOFTWARE SOLUTION,54,SATHYAMOORTHI ROAD,1000541600091
1000540100257,COMMERCIAL,PRIVATE,SAKTHI DRIVING SCHOOL,54,SATHYAMOORTHI ROAD,1000541600090
1000540100214,HOSPITAL,PRIVATE,DEVASRI DENTAL CLINIC,54,SATHYAMOORTHI ROAD,1000541600089
1000540100259,EDUCATIONAL,CORPORATION,CORPORATION ELEMENTARY SCHOOL,54,VIVEKANANDA ROAD,1000541600088
1000540100215,EDUCATIONAL,CORPORATION,RANGANATHA PURAM HIGHER SECONDARY SCHOOL,54,VIVEKANANDA ROAD,1000541600087
1000540100207,COMMERCIAL,PRIVATE,SEC.CISMA TRUST,54,KALIDAS ROAD,1000541600086
1000540100573,RESIDENTIAL,PRIVATE,VISWA PARADISE APARTMENT,54,KALIDAS ROAD,1000541600085
1000540100582,PLAY GROUND,CORPORATION,SCHOOL PLAY GROUND,54,VIVEKANANDA ROAD,1000541600084
1000540100164,RESIDENTIAL,PRIVATE,APPASAMY REAL ESTATE,54,SATHYAMOORTHI ROAD,1000541600083
1000540100194,RESIDENTIAL,PRIVATE,RAM SAMEERA RESIDENCY,54,SATHYAMOORTHI ROAD,1000541600082
1000540100234,TEMPLE,TEMPLE,ASHTASIDDI VINAYAGAR KOVIL,54,KALIDAS ROAD,1000541600081
1000540100705,HOSPITAL,PRIVATE,ADITHYA HOSPITAL,54,SASTHIRI ROAD,1000541600080
1000540100682,RESIDENTIAL,PRIVATE,SRI ANDAL APARTMENT,54,SASTHIRI ROAD,1000541600079
1000540100316,COMMERCIAL,PRIVATE,LAKSHMI GAS SERVICE,54,PATEL ROAD,1000541600078
1000540100322,INDUSTRIAL,PRIVATE,SUGUNA GROUP,54,PATEL ROAD,1000541600077
1000540100315,OFFICE,CENTRAL,BSNL OFFICE,54,PATEL ROAD,1000541600076
1000540100694,COMMERCIAL,PRIVATE,ANNAI VELANKANNI HOUSE,54,VIVEKANANDA ROAD,1000541600075
1000540100634,HOSPITAL,PRIVATE,PONNAMMAL DURAISAMY EYE HOSPITAL,54,SENGUPTA STREET,1000541600074
1000540100354,INDUSTRIAL,PRIVATE,SAMBANDHAM ENGINEERING WORKS,54,PATEL ROAD,1000541600073
1000540100387,RESIDENTIAL,PRIVATE,SAI MAHADEV,54,SENGUPTA STREET,1000541600072
1000540100507,HOSPITAL,PRIVATE,SURGICARE CLINIC,54,SENGUPTA STREET,1000541600071
1000540100456,COMMERCIAL,PRIVATE,CITY TOWER,54,RAM NAGAR,1000541600040
1000540100458,OFFICE,CENTRAL,POST OFFICE,54,RAM NAGAR,1000541600039
1000540100491,COMMERCIAL,PRIVATE,KARPAGAM HOTEL,54,KALINGARAYAN STREET,1000541600037
1000540100746,RESIDENTIAL,PRIVATE,RAMANIS APARTMENT,54,KALINGARAYAN STREET,1000541600036
1000540100595,RESIDENTIAL,PRIVATE,RAMANI VENKATESWARA APARTMENT,54,MALAVIA STREET,1000541600035
1000540100668,RESIDENTIAL,PRIVATE,SWARAI ARAVINDA APARTMENT,54,DESABANDU STREET,1000541600034
1000540100760,COMMERCIAL,PRIVATE,SAVITHRI STUDIES COMPLEX,54,KALINGARAYAN STREET,1000541600033
1000540100285,RESIDENTIAL,PRIVATE,TOHATH KRISHNA APARTMENT,54,KALINGARAYAN STREET,1000541600032
1000540100241,RESIDENTIAL,PRIVATE,SAPTHAGIRI TOWERS,54,RAMAR KOVIL STREET,1000541600031
1000540100237,TEMPLE,TEMPLE,RAMAR KOVIL,54,RAMAR KOVIL STREET,1000541600030
1000540100238,OFFICE,PRIVATE,ALANGAR OFFICE,54,SASTHIRI ROAD,1000541600029
1000540100639,RESIDENTIAL,PRIVATE,SWANERT CONSTRUCTION,54,SAROJINI STREET,1000541600028
1000540100154,RESIDENTIAL,PRIVATE,CHANDRA SEKAR APARTMENT,54,SATHYAMOORTHI ROAD,1000541600027
1000540100154,COMMERCIAL,PRIVATE,ANDRA BANK,54,SATHYAMOORTHI ROAD,1000541600026
1000540100148,TEMPLE,TEMPLE,VINAYAGAR TEMPLE,54,SASTHIRI ROAD,1000541600025
1000540100150,COMMERCIAL,PRIVATE,SAVERA LODGE,54,SASTHIRI ROAD,1000541600024
1000540100250,COMMERCIAL,PRIVATE,VISHNU HOTELS,54,KALINGARAYAN STREET,1000541600023
1000540100250,COMMERCIAL,PRIVATE,HOTEL SRI GANAPATHY,54,SASTHIRI ROAD,1000541600022
1000540100250,COMMERCIAL,PRIVATE,HOTEL SRI GANAPATHY,54,SASTHIRI ROAD,1000541600021
1000540100143,COMMERCIAL,PRIVATE,HOTEL SRI SAKTHI,54,SASTHIRI ROAD,1000541600020
1000540100216,BUS STAND,STATE,CENTRAL BUS STAND,54,DR.NANJAPPA ROAD,1000541600019
1000540100216,COMMERCIAL,PRIVATE,HOTEL ANNA POORNA GOWRI SANKAR,54,DR.NANJAPPA ROAD,1000541600018
1000540100778,COMMERCIAL,PRIVATE,ASOKA PLAZA,54,DR.NANJAPPA ROAD,1000541600017
1000630101009,TEMPLE,TEMPLE,NALLA MUTHU MARIAMMAN KOIL,63,ASANTHA NAYAKAR STREET,1000631600027
1000630100900,PUBLIC,CORPORATION,CORPORATION TOILET,63,ASANTHA NAYAKAR STREET,1000631600028
1000630100679,TEMPLE,TEMPLE,ANJANEYAR TEMPLE,63,AGRAGARAM EAST STREET,1000631600029
1000630100446,TEMPLE,TEMPLE,ANJANEYAR TEMPLE,63,GINNI FACTORY,1000631600030
1000630100618,TEMPLE,TEMPLE,VINAYAGAR TEMPLE,63,AGRAGARAM EAST STREET,1000631600031
1000630100498,TEMPLE,TEMPLE,AYYAPPA POOJA SANGAM,63,AGRAGARAM SOUTH STREET,1000631600032
1000630100508,TEMPLE,TEMPLE,COVAI THAMBRAAS WELFARE TRUST,63,AGRAGARAM SOUTH STREET,1000631600033
1000630100620,TEMPLE,TEMPLE,VEERAMACHI AMMAN TEMPLE,63,AGRAGARAM SOUTH STREET,1000631600034
1000630100484,TEMPLE,TEMPLE,PERUMAL TEMPLE,63,AGRAGARAM NORTH STREET,1000631600035
1000630100666,TEMPLE,TEMPLE,ULAGANATHA PERUMAL TEMPLE,63,VELLALORE ROAD,1000631600036
1000630100547,EDUCATIONAL,CORPORATION,H M GOVT GIRLS HIGH SCHOOL,63,VELLALORE ROAD,1000631600037
